"kingdom" "phylum" "class" "order" "family" "genus" "binomial" "statut" "category" "foraging.niche" "body.mass" "habitat.breadth" "main.diet" "foraging.period"
"ANIMALIA" "CHORDATA" "MAMMALIA" "RODENTIA" "SCIURIDAE" "Exilisciurus" "Exilisciurus exilis" "endemic" "DD" "Ar" 19 1 "PMS" "D"
"ANIMALIA" "CHORDATA" "MAMMALIA" "RODENTIA" "SCIURIDAE" "Exilisciurus" "Exilisciurus whiteheadi" "endemic" "LC" "Ar" 20 1 "PMS" "D"
"ANIMALIA" "CHORDATA" "MAMMALIA" "RODENTIA" "SCIURIDAE" "Exilisciurus" "Exilisciurus concinnus" "endemic" "LC" "Ar" 30.85 1 "PMS" "D"
"ANIMALIA" "CHORDATA" "MAMMALIA" "RODENTIA" "SCIURIDAE" "Marmota" "Marmota vancouverensis" "endemic" "CR" "G" 6299.99 3 "MH" "D"
"ANIMALIA" "CHORDATA" "MAMMALIA" "RODENTIA" "SCIURIDAE" "Sciurus" "Sciurus lis" "endemic" "LC" "Ar" 264.3 1 "MH" "D"
"ANIMALIA" "CHORDATA" "MAMMALIA" "RODENTIA" "SCIURIDAE" "Rheithrosciurus" "Rheithrosciurus macrotis" "endemic" "VU" "Ar" 1225 1 "FFN" "D"
"ANIMALIA" "CHORDATA" "MAMMALIA" "RODENTIA" "SCIURIDAE" "Hylopetes" "Hylopetes sipora" "endemic" "EN" "Ar" 89.2 1 "MH" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "RODENTIA" "SCIURIDAE" "Hylopetes" "Hylopetes nigripes" "endemic" "NT" "Ar" 534 1 "MH" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "RODENTIA" "SCIURIDAE" "Hylopetes" "Hylopetes winstoni" "endemic" "DD" "Ar" 170.82 1 "MH" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "RODENTIA" "SCIURIDAE" "Petaurillus" "Petaurillus hosei" "endemic" "DD" "Ar" 21.1 1 "MH" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "RODENTIA" "SCIURIDAE" "Petaurillus" "Petaurillus emiliae" "endemic" "DD" "Ar" 13.5 1 "MH" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "RODENTIA" "SCIURIDAE" "Hylopetes" "Hylopetes bartelsi" "endemic" "DD" "Ar" 146.63 1 "MH" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "RODENTIA" "SCIURIDAE" "Petinomys" "Petinomys lugens" "endemic" "VU" "Ar" 433 2 "MH" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "RODENTIA" "SCIURIDAE" "Petinomys" "Petinomys crinitus" "endemic" "LC" "Ar" 113 1 "MH" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "RODENTIA" "SCIURIDAE" "Petinomys" "Petinomys mindanensis" "endemic" "LC" "Ar" 137.64 1 "MH" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "RODENTIA" "SCIURIDAE" "Petinomys" "Petinomys hageni" "endemic" "DD" "Ar" 388 2 "MH" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "RODENTIA" "SCIURIDAE" "Iomys" "Iomys sipora" "endemic" "EN" "Ar" 154.67 1 "MH" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "RODENTIA" "SCIURIDAE" "Pteromys" "Pteromys momonga" "endemic" "LC" "Ar" 297.41 1 "MH" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "RODENTIA" "SCIURIDAE" "Aeromys" "Aeromys thomasi" "endemic" "LC" "Ar" 1435 2 "MH" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "RODENTIA" "SCIURIDAE" "Petaurista" "Petaurista leucogenys" "endemic" "LC" "Ar" 1150 2 "MH" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "RODENTIA" "HYSTRICIDAE" "Hystrix" "Hystrix crassispinis" "endemic" "LC" "G" 5445.03 2 "PMS" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "RODENTIA" "HYSTRICIDAE" "Hystrix" "Hystrix pumila" "endemic" "VU" "G" 2740 3 "PMS" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "RODENTIA" "HYSTRICIDAE" "Hystrix" "Hystrix javanica" "endemic" "LC" "G" 23014.42 3 "PMS" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "RODENTIA" "HYSTRICIDAE" "Hystrix" "Hystrix sumatrae" "endemic" "LC" "G" 3260 3 "PMS" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "RODENTIA" "DASYPROCTIDAE" "Dasyprocta" "Dasyprocta coibae" "endemic" "NT" "G" 2660.13 1 "MH" "CD"
"ANIMALIA" "CHORDATA" "MAMMALIA" "RODENTIA" "DASYPROCTIDAE" "Dasyprocta" "Dasyprocta ruatanica" "endemic" "EN" "G" 2857.13 1 "MH" "CD"
"ANIMALIA" "CHORDATA" "MAMMALIA" "RODENTIA" "CAPROMYIDAE" "Geocapromys" "Geocapromys thoracatus" "endemic" "EX" "S" 1500 1 "PMS" "CN"
"ANIMALIA" "CHORDATA" "MAMMALIA" "RODENTIA" "CAPROMYIDAE" "Geocapromys" "Geocapromys ingrahami" "endemic" "VU" "S" 800 3 "PMS" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "RODENTIA" "CAPROMYIDAE" "Geocapromys" "Geocapromys brownii" "endemic" "EN" "S" 1500 3 "PMS" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "RODENTIA" "CAPROMYIDAE" "Mysateles" "Mysateles prehensilis" "endemic" "NT" "Ar" 926.71 1 "PMS" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "RODENTIA" "CAPROMYIDAE" "Mesocapromys" "Mesocapromys sanfelipensis" "endemic" "CR" "G" 554.44 1 "PMS" "D"
"ANIMALIA" "CHORDATA" "MAMMALIA" "RODENTIA" "CAPROMYIDAE" "Mesocapromys" "Mesocapromys angelcabrerai" "endemic" "CR" "S" 470 2 "PMS" "D"
"ANIMALIA" "CHORDATA" "MAMMALIA" "RODENTIA" "CAPROMYIDAE" "Mesocapromys" "Mesocapromys auritus" "endemic" "EN" "S" 585.55 2 "PMS" "D"
"ANIMALIA" "CHORDATA" "MAMMALIA" "RODENTIA" "CAPROMYIDAE" "Mesocapromys" "Mesocapromys nanus" "endemic" "CR" "G" 583.33 1 "PMS" "D"
"ANIMALIA" "CHORDATA" "MAMMALIA" "RODENTIA" "CAPROMYIDAE" "Hexolobodon" "Hexolobodon phenax" "endemic" "EX" "G" 1350.1 1 "PMS" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "RODENTIA" "ECHIMYIDAE" "Heteropsomys" "Heteropsomys insulans" "endemic" "EX" "G" 272.28 1 "MH" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "RODENTIA" "ECHIMYIDAE" "Boromys" "Boromys torrei" "endemic" "EX" "G" 272.28 1 "MH" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "RODENTIA" "ECHIMYIDAE" "Boromys" "Boromys offella" "endemic" "EX" "G" 272.28 1 "MH" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "RODENTIA" "CAPROMYIDAE" "Isoodon" "Isolobodon portoricensis" "endemic" "EX" "G" 1350.1 1 "PMS" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "RODENTIA" "CAPROMYIDAE" "Isoodon" "Isolobodon montanus" "endemic" "EX" "G" 1350.1 2 "PMS" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "RODENTIA" "ECHIMYIDAE" "Brotomys" "Brotomys voratus" "endemic" "EX" "G" 272.28 1 "MH" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "RODENTIA" "CAPROMYIDAE" "Capromys" "Capromys pilorides" "endemic" "LC" "G" 5650 1 "PMS" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "RODENTIA" "CAPROMYIDAE" "Plagiodontia" "Plagiodontia ipnaeum" "endemic" "EX" "G" 1267 1 "PMS" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "RODENTIA" "CAPROMYIDAE" "Plagiodontia" "Plagiodontia aedium" "endemic" "EN" "G" 1267 2 "PMS" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "RODENTIA" "ECHIMYIDAE" "Phyllomys" "Phyllomys thomasi" "endemic" "EN" "G" 502.14 1 "FFN" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "RODENTIA" "OCTODONTIDAE" "Octodon" "Octodon pacificus" "endemic" "CR" "G" 194.34 1 "PMS" "D"
"ANIMALIA" "CHORDATA" "MAMMALIA" "RODENTIA" "NESOMYIDAE" "Eliurus" "Eliurus minor" "endemic" "LC" "S" 37.5 1 "PMS" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "RODENTIA" "NESOMYIDAE" "Eliurus" "Eliurus myoxinus" "endemic" "LC" "S" 70 1 "PMS" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "RODENTIA" "NESOMYIDAE" "Eliurus" "Eliurus webbi" "endemic" "LC" "S" 75 1 "PMS" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "RODENTIA" "NESOMYIDAE" "Eliurus" "Eliurus ellermani" "endemic" "DD" "S" 100 1 "PMS" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "RODENTIA" "NESOMYIDAE" "Eliurus" "Eliurus tanala" "endemic" "LC" "S" 90 1 "PMS" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "RODENTIA" "NESOMYIDAE" "Eliurus" "Eliurus majori" "endemic" "LC" "S" 100 1 "PMS" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "RODENTIA" "NESOMYIDAE" "Eliurus" "Eliurus penicillatus" "endemic" "EN" "S" 100 1 "PMS" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "RODENTIA" "NESOMYIDAE" "Eliurus" "Eliurus antsingy" "endemic" "DD" "G" 77.7 1 "PMS" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "RODENTIA" "NESOMYIDAE" "Voalavo" "Voalavo gymnocaudus" "endemic" "LC" "G" 50.88 1 "MH" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "RODENTIA" "NESOMYIDAE" "Eliurus" "Eliurus petteri" "endemic" "EN" "G" 75 1 "PMS" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "RODENTIA" "NESOMYIDAE" "Eliurus" "Eliurus grandidieri" "endemic" "LC" "S" 77.7 1 "PMS" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "RODENTIA" "NESOMYIDAE" "Gymnuromys" "Gymnuromys roberti" "endemic" "LC" "G" 97.5 1 "MH" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "RODENTIA" "NESOMYIDAE" "Brachytarsomys" "Brachytarsomys villosa" "endemic" "VU" "Ar" 220 1 "FFN" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "RODENTIA" "NESOMYIDAE" "Brachytarsomys" "Brachytarsomys albicauda" "endemic" "LC" "G" 200 1 "FFN" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "RODENTIA" "NESOMYIDAE" "Monticolomys" "Monticolomys koopmani" "endemic" "LC" "S" 25 1 "MH" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "RODENTIA" "NESOMYIDAE" "Macrotarsomys" "Macrotarsomys bastardi" "endemic" "LC" "G" 25 2 "MH" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "RODENTIA" "NESOMYIDAE" "Brachyuromys" "Brachyuromys ramirohitra" "endemic" "LC" "Ar" 90 1 "MH" "CDN"
"ANIMALIA" "CHORDATA" "MAMMALIA" "RODENTIA" "NESOMYIDAE" "Brachyuromys" "Brachyuromys betsileoensis" "endemic" "LC" "Ar" 92.5 6 "MH" "CDN"
"ANIMALIA" "CHORDATA" "MAMMALIA" "RODENTIA" "NESOMYIDAE" "Nesomys" "Nesomys audeberti" "endemic" "LC" "G" 212.5 1 "MH" "CD"
"ANIMALIA" "CHORDATA" "MAMMALIA" "RODENTIA" "NESOMYIDAE" "Nesomys" "Nesomys rufus" "endemic" "LC" "G" 162.5 2 "MH" "CD"
"ANIMALIA" "CHORDATA" "MAMMALIA" "RODENTIA" "NESOMYIDAE" "Nesomys" "Nesomys lambertoni" "endemic" "EN" "G" 155 1 "MH" "CD"
"ANIMALIA" "CHORDATA" "MAMMALIA" "RODENTIA" "NESOMYIDAE" "Hypogeomys" "Hypogeomys antimena" "endemic" "EN" "G" 1250 1 "FFN" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "RODENTIA" "NESOMYIDAE" "Macrotarsomys" "Macrotarsomys ingens" "endemic" "EN" "G" 55 1 "MH" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "RODENTIA" "CRICETIDAE" "Dicrostonyx" "Dicrostonyx unalascensis" "endemic" "DD" "G" 60.84 1 "PMS" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "RODENTIA" "CRICETIDAE" "Dicrostonyx" "Dicrostonyx vinogradovi" "endemic" "DD" "G" 60.78 2 "PMS" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "RODENTIA" "CRICETIDAE" "Lemmus" "Lemmus portenkoi" "endemic" "DD" "G" 55.76 1 "PMS" "CDN"
"ANIMALIA" "CHORDATA" "MAMMALIA" "RODENTIA" "CRICETIDAE" "Microtus" "Microtus montebelli" "endemic" "LC" "G" 39.85 3 "PMS" "CDN"
"ANIMALIA" "CHORDATA" "MAMMALIA" "RODENTIA" "CRICETIDAE" "Microtus" "Microtus kikuchii" "endemic" "LC" "G" 46.3 2 "PMS" "CDN"
"ANIMALIA" "CHORDATA" "MAMMALIA" "RODENTIA" "CRICETIDAE" "Microtus" "Microtus sachalinensis" "endemic" "LC" "G" 36.33 2 "PMS" "CDN"
"ANIMALIA" "CHORDATA" "MAMMALIA" "RODENTIA" "CRICETIDAE" "Microtus" "Microtus abbreviatus" "endemic" "LC" "G" 62 1 "PMS" "CDN"
"ANIMALIA" "CHORDATA" "MAMMALIA" "RODENTIA" "CRICETIDAE" "Myodes" "Myodes rex" "endemic" "LC" "G" 24 4 "PMS" "CDN"
"ANIMALIA" "CHORDATA" "MAMMALIA" "RODENTIA" "CRICETIDAE" "Myodes" "Myodes smithii" "endemic" "LC" "G" 34.94 2 "PMS" "CDN"
"ANIMALIA" "CHORDATA" "MAMMALIA" "RODENTIA" "CRICETIDAE" "Myodes" "Myodes andersoni" "endemic" "LC" "G" 24 3 "PMS" "CDN"
"ANIMALIA" "CHORDATA" "MAMMALIA" "RODENTIA" "CRICETIDAE" "Reithrodontomys" "Reithrodontomys spectabilis" "endemic" "CR" "G" 20.2 1 "MH" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "RODENTIA" "CRICETIDAE" "Peromyscus" "Peromyscus caniceps" "endemic" "CR" "G" 33.16 1 "MC" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "RODENTIA" "CRICETIDAE" "Peromyscus" "Peromyscus pembertoni" "endemic" "EX" "G" 33 1 "MC" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "RODENTIA" "CRICETIDAE" "Peromyscus" "Peromyscus interparietalis" "endemic" "CR" "G" 28 1 "MC" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "RODENTIA" "CRICETIDAE" "Peromyscus" "Peromyscus dickeyi" "endemic" "CR" "G" 28.6 2 "MC" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "RODENTIA" "CRICETIDAE" "Peromyscus" "Peromyscus sejugis" "endemic" "EN" "G" 21.5 3 "MC" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "RODENTIA" "CRICETIDAE" "Peromyscus" "Peromyscus guardia" "endemic" "CR" "G" 32.13 1 "MC" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "RODENTIA" "CRICETIDAE" "Peromyscus" "Peromyscus stephani" "endemic" "CR" "G" 32.17 1 "MC" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "RODENTIA" "CRICETIDAE" "Peromyscus" "Peromyscus madrensis" "endemic" "EN" "G" 32.2 1 "MC" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "RODENTIA" "CRICETIDAE" "Peromyscus" "Peromyscus slevini" "endemic" "CR" "G" 32.87 2 "MC" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "RODENTIA" "CRICETIDAE" "Peromyscus" "Peromyscus pseudocrinitus" "endemic" "CR" "G" 33.03 3 "MC" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "RODENTIA" "CRICETIDAE" "Megaoryzomys" "Megaoryzomys curioi" "endemic" "EX" "G" 47.71 1 "MH" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "RODENTIA" "CRICETIDAE" "Oligoryzomys" "Oligoryzomys victus" "endemic" "EX" "G" 23.96 2 "MH" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "RODENTIA" "CRICETIDAE" "Nesoryzomys" "Nesoryzomys darwini" "endemic" "EX" "G" 55.26 1 "MH" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "RODENTIA" "CRICETIDAE" "Nesoryzomys" "Nesoryzomys fernandinae" "endemic" "VU" "G" 32.5 1 "MH" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "RODENTIA" "CRICETIDAE" "Nesoryzomys" "Nesoryzomys indefessus" "endemic" "EX" "G" 55.26 1 "MH" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "RODENTIA" "CRICETIDAE" "Nesoryzomys" "Nesoryzomys swarthi" "endemic" "VU" "G" 93.95 2 "MH" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "RODENTIA" "CRICETIDAE" "Aegialomys" "Aegialomys galapagoensis" "endemic" "VU" "G" 63.51 2 "MH" "CDN"
"ANIMALIA" "CHORDATA" "MAMMALIA" "RODENTIA" "CRICETIDAE" "Oryzomys" "Oryzomys nelsoni" "endemic" "EX" "G" 57.93 2 "MH" "CDN"
"ANIMALIA" "CHORDATA" "MAMMALIA" "RODENTIA" "CRICETIDAE" "Noronhomys" "Noronhomys vespuccii" "endemic" "EX" "G" 47.71 1 "MH" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "RODENTIA" "CRICETIDAE" "Megalomys" "Megalomys luciae" "endemic" "EX" "G" 47.71 1 "MH" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "RODENTIA" "CRICETIDAE" "Megalomys" "Megalomys desmarestii" "endemic" "EX" "G" 47.71 1 "MH" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "RODENTIA" "MURIDAE" "Acomys" "Acomys minous" "endemic" "DD" "G" 62.5 2 "PMS" "CN"
"ANIMALIA" "CHORDATA" "MAMMALIA" "RODENTIA" "MURIDAE" "Maxomys" "Maxomys ochraceiventer" "endemic" "DD" "G" 97 1 "MH" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "RODENTIA" "MURIDAE" "Crunomys" "Crunomys celebensis" "endemic" "DD" "G" 55 1 "PMS" "D"
"ANIMALIA" "CHORDATA" "MAMMALIA" "RODENTIA" "MURIDAE" "Crunomys" "Crunomys melanius" "endemic" "LC" "G" 42.5 2 "PMS" "D"
"ANIMALIA" "CHORDATA" "MAMMALIA" "RODENTIA" "MURIDAE" "Crunomys" "Crunomys suncoides" "endemic" "DD" "G" 44.42 1 "PMS" "D"
"ANIMALIA" "CHORDATA" "MAMMALIA" "RODENTIA" "MURIDAE" "Crunomys" "Crunomys fallax" "endemic" "DD" "G" 37.5 1 "PMS" "D"
"ANIMALIA" "CHORDATA" "MAMMALIA" "RODENTIA" "MURIDAE" "Maxomys" "Maxomys musschenbroekii" "endemic" "LC" "G" 84.8 3 "MH" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "RODENTIA" "MURIDAE" "Maxomys" "Maxomys hylomyoides" "endemic" "DD" "G" 56.6 2 "MH" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "RODENTIA" "MURIDAE" "Maxomys" "Maxomys inflatus" "endemic" "VU" "G" 152 1 "MH" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "RODENTIA" "MURIDAE" "Maxomys" "Maxomys baeodon" "endemic" "DD" "G" 69.8 1 "MH" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "RODENTIA" "MURIDAE" "Maxomys" "Maxomys hellwaldii" "endemic" "LC" "G" 203 1 "MH" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "RODENTIA" "MURIDAE" "Maxomys" "Maxomys dollmani" "endemic" "DD" "G" 120 1 "MH" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "RODENTIA" "MURIDAE" "Maxomys" "Maxomys wattsi" "endemic" "EN" "G" 147 1 "MH" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "RODENTIA" "MURIDAE" "Maxomys" "Maxomys pagensis" "endemic" "VU" "G" 196 1 "MH" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "RODENTIA" "MURIDAE" "Maxomys" "Maxomys panglima" "endemic" "LC" "G" 189 2 "MH" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "RODENTIA" "MURIDAE" "Maxomys" "Maxomys bartelsii" "endemic" "LC" "G" 102 1 "MH" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "RODENTIA" "MURIDAE" "Maxomys" "Maxomys alticola" "endemic" "LC" "G" 90 1 "MH" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "RODENTIA" "MURIDAE" "Srilankamys" "Srilankamys ohiensis" "endemic" "VU" "G" 79.25 1 "PMS" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "RODENTIA" "MURIDAE" "Rattus" "Rattus timorensis" "endemic" "DD" "G" 160.32 1 "MH" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "RODENTIA" "MURIDAE" "Rattus" "Rattus blangorum" "endemic" "DD" "G" 149.96 1 "MH" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "RODENTIA" "MURIDAE" "Rattus" "Rattus elaphinus" "endemic" "NT" "G" 131.35 2 "MH" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "RODENTIA" "MURIDAE" "Rattus" "Rattus arrogans" "endemic" "LC" "G" 149.96 3 "MH" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "RODENTIA" "MURIDAE" "Rattus" "Rattus feliceus" "endemic" "NT" "G" 306 1 "MH" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "RODENTIA" "MURIDAE" "Rattus" "Rattus everetti" "endemic" "LC" "G" 255.03 2 "MH" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "RODENTIA" "MURIDAE" "Rattus" "Rattus xanthurus" "endemic" "NT" "G" 303 2 "MH" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "RODENTIA" "MURIDAE" "Rattus" "Rattus koopmani" "endemic" "DD" "G" 151.4 1 "MH" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "RODENTIA" "MURIDAE" "Tarsomys" "Tarsomys echinatus" "endemic" "VU" "G" 96.2 1 "I" "CDN"
"ANIMALIA" "CHORDATA" "MAMMALIA" "RODENTIA" "MURIDAE" "Tarsomys" "Tarsomys apoensis" "endemic" "LC" "G" 75 1 "I" "CDN"
"ANIMALIA" "CHORDATA" "MAMMALIA" "RODENTIA" "MURIDAE" "Limnomys" "Limnomys sibuanus" "endemic" "LC" "S" 60 1 "PMS" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "RODENTIA" "MURIDAE" "Limnomys" "Limnomys bryophilus" "endemic" "LC" "S" 64.1 1 "PMS" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "RODENTIA" "MURIDAE" "Rattus" "Rattus bontanus" "endemic" "DD" "G" 239 2 "MH" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "RODENTIA" "MURIDAE" "Rattus" "Rattus burrus" "endemic" "EN" "G" 152.3 1 "MH" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "RODENTIA" "MURIDAE" "Rattus" "Rattus morotaiensis" "endemic" "LC" "G" 148.25 2 "MH" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "RODENTIA" "MURIDAE" "Rattus" "Rattus enganus" "endemic" "DD" "G" 305 1 "MH" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "RODENTIA" "MURIDAE" "Rattus" "Rattus verecundus" "endemic" "LC" "G" 97.02 2 "MH" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "RODENTIA" "MURIDAE" "Rattus" "Rattus mollicomulus" "endemic" "LC" "G" 151.76 1 "MH" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "RODENTIA" "MURIDAE" "Rattus" "Rattus hainaldi" "endemic" "EN" "G" 155.52 1 "MH" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "RODENTIA" "MURIDAE" "Rattus" "Rattus pococki" "endemic" "LC" "G" 149.96 1 "MH" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "RODENTIA" "MURIDAE" "Rattus" "Rattus salocco" "endemic" "DD" "G" 149.96 2 "MH" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "RODENTIA" "MURIDAE" "Rattus" "Rattus giluwensis" "endemic" "LC" "G" 169.88 2 "MH" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "RODENTIA" "MURIDAE" "Rattus" "Rattus palmarum" "endemic" "VU" "G" 491 2 "MH" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "RODENTIA" "MURIDAE" "Rattus" "Rattus steini" "endemic" "LC" "G" 155 2 "MH" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "RODENTIA" "MURIDAE" "Rattus" "Rattus novaeguineae" "endemic" "LC" "G" 133 2 "MH" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "RODENTIA" "MURIDAE" "Rattus" "Rattus praetor" "endemic" "LC" "G" 204.13 3 "MH" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "RODENTIA" "MURIDAE" "Rattus" "Rattus niobe" "endemic" "LC" "G" 45.07 2 "MH" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "RODENTIA" "MURIDAE" "Rattus" "Rattus hoogerwerfi" "endemic" "VU" "G" 165 1 "MH" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "RODENTIA" "MURIDAE" "Rattus" "Rattus macleari" "endemic" "EX" "G" 149.96 1 "MH" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "RODENTIA" "MURIDAE" "Rattus" "Rattus lugens" "endemic" "VU" "G" 224 1 "MH" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "RODENTIA" "MURIDAE" "Rattus" "Rattus richardsoni" "endemic" "VU" "G" 64.29 3 "MH" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "RODENTIA" "MURIDAE" "Rattus" "Rattus montanus" "endemic" "EN" "G" 136 2 "MH" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "RODENTIA" "MURIDAE" "Rattus" "Rattus omichlodes" "endemic" "DD" "G" 70.02 2 "MH" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "RODENTIA" "MURIDAE" "Rattus" "Rattus adustus" "endemic" "DD" "G" 158 1 "MH" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "RODENTIA" "MURIDAE" "Rattus" "Rattus vandeuseni" "endemic" "EN" "G" 67.24 1 "MH" "N"
